order,crop,country,community,year,indicator,bin,value,percentage
1180,ABE,Malawi,Chikwawa,2022/23,true_net_income,$400-499,8.00,0.0404
1181,ABE,Malawi,Chikwawa,2022/23,true_net_income,$500-599,8.00,0.0404
1182,ABE,Malawi,Chikwawa,2022/23,true_net_income,$600-699,6.00,0.0303
1183,ABE,Malawi,Chikwawa,2022/23,true_net_income,$700-799,0.00,0.0000
1184,ABE,Malawi,Chikwawa,2022/23,true_net_income,$800-899,0.00,0.0000
1185,ABE,Malawi,Chikwawa,2022/23,true_net_income,$900-999,0.00,0.0000
1186,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1000-1099,1.00,0.0051
1187,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1100-1199,0.00,0.0000
1188,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1200-1299,0.00,0.0000
1189,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1300-1399,0.00,0.0000
1190,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1400-1499,1.00,0.0051
1191,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1500-1599,0.00,0.0000
1192,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1600-1699,0.00,0.0000
1193,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1700-1799,0.00,0.0000
1194,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1800-1899,0.00,0.0000
1195,ABE,Malawi,Chikwawa,2022/23,true_net_income,$1900-1999,0.00,0.0000
1196,ABE,Malawi,Chikwawa,2022/23,true_net_income,$2000+,0.00,0.0000
1197,ABE,Malawi,Katowo,2022/23,true_net_income,Net loss,36.00,0.4337
1198,ABE,Malawi,Katowo,2022/23,true_net_income,$0-99,12.00,0.1446
1199,ABE,Malawi,Katowo,2022/23,true_net_income,$100-199,12.00,0.1446
1200,ABE,Malawi,Katowo,2022/23,true_net_income,$200-299,11.00,0.1325
1201,ABE,Malawi,Katowo,2022/23,true_net_income,$300-399,6.00,0.0723
1202,ABE,Malawi,Katowo,2022/23,true_net_income,$400-499,3.00,0.0361
1203,ABE,Malawi,Katowo,2022/23,true_net_income,$500-599,0.00,0.0000
1204,ABE,Malawi,Katowo,2022/23,true_net_income,$600-699,0.00,0.0000
1205,ABE,Malawi,Katowo,2022/23,true_net_income,$700-799,0.00,0.0000
1206,ABE,Malawi,Katowo,2022/23,true_net_income,$800-899,1.00,0.0120
1207,ABE,Malawi,Katowo,2022/23,true_net_income,$900-999,0.00,0.0000
1208,ABE,Malawi,Katowo,2022/23,true_net_income,$1000-1099,1.00,0.0120
1209,ABE,Malawi,Katowo,2022/23,true_net_income,$1100-1199,0.00,0.0000
1210,ABE,Malawi,Katowo,2022/23,true_net_income,$1200-1299,0.00,0.0000
1211,ABE,Malawi,Katowo,2022/23,true_net_income,$1300-1399,0.00,0.0000
1212,ABE,Malawi,Katowo,2022/23,true_net_income,$1400-1499,0.00,0.0000
1213,ABE,Malawi,Katowo,2022/23,true_net_income,$1500-1599,0.00,0.0000
1214,ABE,Malawi,Katowo,2022/23,true_net_income,$1600-1699,1.00,0.0120
1215,ABE,Malawi,Katowo,2022/23,true_net_income,$1700-1799,0.00,0.0000
1216,ABE,Malawi,Katowo,2022/23,true_net_income,$1800-1899,0.00,0.0000
1217,ABE,Malawi,Katowo,2022/23,true_net_income,$1900-1999,0.00,0.0000
1218,ABE,Malawi,Katowo,2022/23,true_net_income,$2000+,0.00,0.0000
1219,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_education_choices,Yes,40.00,0.7407
1220,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_education_choices,No,14.00,0.2593
1221,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_education_choices,Yes,13.00,0.7647
1222,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_education_choices,No,4.00,0.2353
1223,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_education_choices,Yes,11.00,0.6471
1224,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_education_choices,No,6.00,0.3529
1225,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_education_choices,Yes,16.00,0.8000
1226,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_education_choices,No,4.00,0.2000
1227,ABE,Malawi,Malawi,2022/23,ABE_affected_education_choices,Yes,24.00,0.6486
1228,ABE,Malawi,Malawi,2022/23,ABE_affected_education_choices,No,13.00,0.3514
1229,ABE,Malawi,Chikwawa,2022/23,ABE_affected_education_choices,Yes,12.00,0.6000
1230,ABE,Malawi,Chikwawa,2022/23,ABE_affected_education_choices,No,8.00,0.4000
1231,ABE,Malawi,Katowo,2022/23,ABE_affected_education_choices,Yes,12.00,0.7059
1232,ABE,Malawi,Katowo,2022/23,ABE_affected_education_choices,No,5.00,0.2941
1233,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_medical_choices,Yes,23.00,0.3833
1234,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_medical_choices,No,37.00,0.6167
1235,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_medical_choices,Yes,10.00,0.5556
1236,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_medical_choices,No,8.00,0.4444
1237,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_medical_choices,Yes,7.00,0.3333
1238,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_medical_choices,No,14.00,0.6667
1239,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_medical_choices,Yes,6.00,0.2857
1240,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_medical_choices,No,15.00,0.7143
1241,ABE,Malawi,Malawi,2022/23,ABE_affected_medical_choices,Yes,20.00,0.5000
1242,ABE,Malawi,Malawi,2022/23,ABE_affected_medical_choices,No,20.00,0.5000
1243,ABE,Malawi,Chikwawa,2022/23,ABE_affected_medical_choices,Yes,11.00,0.5238
1244,ABE,Malawi,Chikwawa,2022/23,ABE_affected_medical_choices,No,10.00,0.4762
1245,ABE,Malawi,Katowo,2022/23,ABE_affected_medical_choices,Yes,9.00,0.4737
1246,ABE,Malawi,Katowo,2022/23,ABE_affected_medical_choices,No,10.00,0.5263
1247,ABE,Zimbabwe,Zimbabwe,2022/23,not_enough_to_eat,Yes,30.00,0.5000
1248,ABE,Zimbabwe,Zimbabwe,2022/23,not_enough_to_eat,No,30.00,0.5000
1249,ABE,Zimbabwe,Birchenough,2022/23,not_enough_to_eat,Yes,10.00,0.5556
1250,ABE,Zimbabwe,Birchenough,2022/23,not_enough_to_eat,No,8.00,0.4444
1251,ABE,Zimbabwe,Zaka,2022/23,not_enough_to_eat,Yes,12.00,0.5714
1252,ABE,Zimbabwe,Zaka,2022/23,not_enough_to_eat,No,9.00,0.4286
1253,ABE,Zimbabwe,Ruware,2022/23,not_enough_to_eat,Yes,8.00,0.3810
1254,ABE,Zimbabwe,Ruware,2022/23,not_enough_to_eat,No,13.00,0.6190
1255,ABE,Malawi,Malawi,2022/23,not_enough_to_eat,Yes,16.00,0.4000
1256,ABE,Malawi,Malawi,2022/23,not_enough_to_eat,No,24.00,0.6000
1257,ABE,Malawi,Chikwawa,2022/23,not_enough_to_eat,Yes,10.00,0.4762
1258,ABE,Malawi,Chikwawa,2022/23,not_enough_to_eat,No,11.00,0.5238
1259,ABE,Malawi,Katowo,2022/23,not_enough_to_eat,Yes,6.00,0.3158
1260,ABE,Malawi,Katowo,2022/23,not_enough_to_eat,No,13.00,0.6842
1261,ABE,Zimbabwe,Zimbabwe,2022/23,how_often_not_enough_to_eat,Once a week or more,17.00,0.5667
1262,ABE,Zimbabwe,Zimbabwe,2022/23,how_often_not_enough_to_eat,Less than once per month,8.00,0.2667
1263,ABE,Zimbabwe,Zimbabwe,2022/23,how_often_not_enough_to_eat,Once a month or more,5.00,0.1667
1264,ABE,Zimbabwe,Birchenough,2022/23,how_often_not_enough_to_eat,Once a week or more,5.00,0.5000
1265,ABE,Zimbabwe,Birchenough,2022/23,how_often_not_enough_to_eat,Less than once per month,3.00,0.3000
1266,ABE,Zimbabwe,Birchenough,2022/23,how_often_not_enough_to_eat,Once a month or more,2.00,0.2000
1267,ABE,Zimbabwe,Zaka,2022/23,how_often_not_enough_to_eat,Once a week or more,7.00,0.5833
1268,ABE,Zimbabwe,Zaka,2022/23,how_often_not_enough_to_eat,Less than once per month,2.00,0.1667
1269,ABE,Zimbabwe,Zaka,2022/23,how_often_not_enough_to_eat,Once a month or more,3.00,0.2500
1270,ABE,Zimbabwe,Ruware,2022/23,how_often_not_enough_to_eat,Once a week or more,5.00,0.6250
1271,ABE,Zimbabwe,Ruware,2022/23,how_often_not_enough_to_eat,Less than once per month,3.00,0.3750
1272,ABE,Zimbabwe,Ruware,2022/23,how_often_not_enough_to_eat,Once a month or more,0.00,0.0000
1273,ABE,Malawi,Malawi,2022/23,how_often_not_enough_to_eat,Once a week or more,8.00,0.5000
1274,ABE,Malawi,Malawi,2022/23,how_often_not_enough_to_eat,Less than once per month,4.00,0.2500
1275,ABE,Malawi,Malawi,2022/23,how_often_not_enough_to_eat,Once a month or more,4.00,0.2500
1276,ABE,Malawi,Chikwawa,2022/23,how_often_not_enough_to_eat,Once a week or more,4.00,0.4000
1277,ABE,Malawi,Chikwawa,2022/23,how_often_not_enough_to_eat,Less than once per month,4.00,0.4000
1278,ABE,Malawi,Chikwawa,2022/23,how_often_not_enough_to_eat,Once a month or more,2.00,0.2000
1279,ABE,Malawi,Katowo,2022/23,how_often_not_enough_to_eat,Once a week or more,4.00,0.6667
1280,ABE,Malawi,Katowo,2022/23,how_often_not_enough_to_eat,Less than once per month,0.00,0.0000
1281,ABE,Malawi,Katowo,2022/23,how_often_not_enough_to_eat,Once a month or more,2.00,0.3333
1282,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Jan,8.00,0.1818
1283,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Feb,1.00,0.0227
1284,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Mar,1.00,0.0227
1285,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Apr,1.00,0.0227
1286,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,May,2.00,0.0455
1287,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Jun,2.00,0.0455
1288,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Jul,1.00,0.0227
1289,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Aug,1.00,0.0227
1290,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Sep,2.00,0.0455
1291,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Oct,7.00,0.1591
1292,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Nov,9.00,0.2045
1293,ABE,Zimbabwe,Zimbabwe,2022/23,months_not_enough_to_eat,Dec,9.00,0.2045
1294,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Jan,2.00,0.1176
1295,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Feb,1.00,0.0588
1296,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Mar,1.00,0.0588
1297,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Apr,1.00,0.0588
1298,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,May,1.00,0.0588
1299,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Jun,1.00,0.0588
1300,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Jul,1.00,0.0588
1301,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Aug,1.00,0.0588
1302,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Sep,1.00,0.0588
1303,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Oct,2.00,0.1176
1304,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Nov,3.00,0.1765
1305,ABE,Zimbabwe,Birchenough,2022/23,months_not_enough_to_eat,Dec,2.00,0.1176
1306,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Jan,2.00,0.1250
1307,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Feb,0.00,0.0000
1308,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Mar,0.00,0.0000
1309,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Apr,0.00,0.0000
1310,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,May,1.00,0.0625
1311,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Jun,1.00,0.0625
1312,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Jul,0.00,0.0000
1313,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Aug,0.00,0.0000
1314,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Sep,1.00,0.0625
1315,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Oct,3.00,0.1875
1316,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Nov,4.00,0.2500
1317,ABE,Zimbabwe,Zaka,2022/23,months_not_enough_to_eat,Dec,4.00,0.2500
1318,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Jan,4.00,0.3636
1319,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Feb,0.00,0.0000
1320,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Mar,0.00,0.0000
1321,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Apr,0.00,0.0000
1322,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,May,0.00,0.0000
1323,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Jun,0.00,0.0000
1324,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Jul,0.00,0.0000
1325,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Aug,0.00,0.0000
1326,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Sep,0.00,0.0000
1327,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Oct,2.00,0.1818
1328,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Nov,2.00,0.1818
1329,ABE,Zimbabwe,Ruware,2022/23,months_not_enough_to_eat,Dec,3.00,0.2727
1330,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Jan,8.00,0.2667
1331,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Feb,15.00,0.5000
1332,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Mar,5.00,0.1667
1333,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Apr,1.00,0.0333
1334,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,May,0.00,0.0000
1335,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Jun,0.00,0.0000
1336,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Jul,0.00,0.0000
1337,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Aug,0.00,0.0000
1338,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Sep,0.00,0.0000
1339,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Oct,0.00,0.0000
1340,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Nov,0.00,0.0000
1341,ABE,Malawi,Malawi,2022/23,months_not_enough_to_eat,Dec,1.00,0.0333
1342,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Jan,6.00,0.2727
1343,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Feb,9.00,0.4091
1344,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Mar,5.00,0.2273
1345,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Apr,1.00,0.0455
1346,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,May,0.00,0.0000
1347,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Jun,0.00,0.0000
1348,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Jul,0.00,0.0000
1349,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Aug,0.00,0.0000
1350,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Sep,0.00,0.0000
1351,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Oct,0.00,0.0000
1352,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Nov,0.00,0.0000
1353,ABE,Malawi,Chikwawa,2022/23,months_not_enough_to_eat,Dec,1.00,0.0455
1354,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Jan,2.00,0.2500
1355,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Feb,6.00,0.7500
1356,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Mar,0.00,0.0000
1357,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Apr,0.00,0.0000
1358,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,May,0.00,0.0000
1359,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Jun,0.00,0.0000
1360,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Jul,0.00,0.0000
1361,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Aug,0.00,0.0000
1362,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Sep,0.00,0.0000
1363,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Oct,0.00,0.0000
1364,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Nov,0.00,0.0000
1365,ABE,Malawi,Katowo,2022/23,months_not_enough_to_eat,Dec,0.00,0.0000
1366,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_amount_of_food_to_eat,Yes,25.00,0.4167
1367,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_amount_of_food_to_eat,No,35.00,0.5833
1368,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_amount_of_food_to_eat,Yes,9.00,0.5000
1369,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_amount_of_food_to_eat,No,9.00,0.5000
1370,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_amount_of_food_to_eat,Yes,7.00,0.3333
1371,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_amount_of_food_to_eat,No,14.00,0.6667
1372,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_amount_of_food_to_eat,Yes,9.00,0.4286
1373,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_amount_of_food_to_eat,No,12.00,0.5714
1374,ABE,Malawi,Malawi,2022/23,ABE_affected_amount_of_food_to_eat,Yes,13.00,0.3250
1375,ABE,Malawi,Malawi,2022/23,ABE_affected_amount_of_food_to_eat,No,27.00,0.6750
1376,ABE,Malawi,Chikwawa,2022/23,ABE_affected_amount_of_food_to_eat,Yes,7.00,0.3333
1377,ABE,Malawi,Chikwawa,2022/23,ABE_affected_amount_of_food_to_eat,No,14.00,0.6667
1378,ABE,Malawi,Katowo,2022/23,ABE_affected_amount_of_food_to_eat,Yes,6.00,0.3158
1379,ABE,Malawi,Katowo,2022/23,ABE_affected_amount_of_food_to_eat,No,13.00,0.6842
1380,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Chicken,3.00,0.1154
1381,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Cow,6.00,0.2308
1382,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Donkey,0.00,0.0000
1383,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Duck,0.00,0.0000
1384,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Goat,15.00,0.5769
1385,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Sheep,1.00,0.0385
1386,ABE,Zimbabwe,Zimbabwe,2022/23,animals_bought_with_ABE_earnings,Other,1.00,0.0385
1387,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Chicken,1.00,0.1429
1388,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Cow,0.00,0.0000
1389,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Donkey,0.00,0.0000
1390,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Duck,0.00,0.0000
1391,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Goat,6.00,0.8571
1392,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Sheep,0.00,0.0000
1393,ABE,Zimbabwe,Birchenough,2022/23,animals_bought_with_ABE_earnings,Other,0.00,0.0000
1394,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Chicken,0.00,0.0000
1395,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Cow,2.00,0.5000
1396,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Donkey,0.00,0.0000
1397,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Duck,0.00,0.0000
1398,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Goat,2.00,0.5000
1399,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Sheep,0.00,0.0000
1400,ABE,Zimbabwe,Zaka,2022/23,animals_bought_with_ABE_earnings,Other,0.00,0.0000
1401,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Chicken,2.00,0.1333
1402,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Cow,4.00,0.2667
1403,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Donkey,0.00,0.0000
1404,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Duck,0.00,0.0000
1405,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Goat,7.00,0.4667
1406,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Sheep,1.00,0.0667
1407,ABE,Zimbabwe,Ruware,2022/23,animals_bought_with_ABE_earnings,Other,1.00,0.0667
1408,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Chicken,37.00,0.2662
1409,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Cow,34.00,0.2446
1410,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Donkey,10.00,0.0719
1411,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Duck,9.00,0.0647
1412,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Goat,20.00,0.1439
1413,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Sheep,13.00,0.0935
1414,ABE,Malawi,Malawi,2022/23,animals_bought_with_ABE_earnings,Other,16.00,0.1151
1415,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Chicken,7.00,0.4375
1416,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Cow,0.00,0.0000
1417,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Donkey,0.00,0.0000
1418,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Duck,0.00,0.0000
1419,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Goat,6.00,0.3750
1420,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Sheep,0.00,0.0000
1421,ABE,Malawi,Chikwawa,2022/23,animals_bought_with_ABE_earnings,Other,3.00,0.1875
1422,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Chicken,3.00,0.2143
1423,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Cow,1.00,0.0714
1424,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Donkey,1.00,0.0714
1425,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Duck,0.00,0.0000
1426,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Goat,6.00,0.4286
1427,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Sheep,0.00,0.0000
1428,ABE,Malawi,Katowo,2022/23,animals_bought_with_ABE_earnings,Other,3.00,0.2143
1429,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_earnings_spent_on_housing,Yes,27.00,0.4500
1430,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_earnings_spent_on_housing,No,33.00,0.5500
1431,ABE,Zimbabwe,Birchenough,2022/23,ABE_earnings_spent_on_housing,Yes,9.00,0.5000
1432,ABE,Zimbabwe,Birchenough,2022/23,ABE_earnings_spent_on_housing,No,9.00,0.5000
1433,ABE,Zimbabwe,Zaka,2022/23,ABE_earnings_spent_on_housing,Yes,8.00,0.3810
1434,ABE,Zimbabwe,Zaka,2022/23,ABE_earnings_spent_on_housing,No,13.00,0.6190
1435,ABE,Zimbabwe,Ruware,2022/23,ABE_earnings_spent_on_housing,Yes,10.00,0.4762
1436,ABE,Zimbabwe,Ruware,2022/23,ABE_earnings_spent_on_housing,No,11.00,0.5238
1437,ABE,Malawi,Malawi,2022/23,ABE_earnings_spent_on_housing,Yes,22.00,0.5500
1438,ABE,Malawi,Malawi,2022/23,ABE_earnings_spent_on_housing,No,18.00,0.4500
1439,ABE,Malawi,Chikwawa,2022/23,ABE_earnings_spent_on_housing,Yes,12.00,0.5714
1440,ABE,Malawi,Chikwawa,2022/23,ABE_earnings_spent_on_housing,No,9.00,0.4286
1441,ABE,Malawi,Katowo,2022/23,ABE_earnings_spent_on_housing,Yes,10.00,0.5263
1442,ABE,Malawi,Katowo,2022/23,ABE_earnings_spent_on_housing,No,9.00,0.4737
1443,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_energy_used,Yes,17.00,0.2833
1444,ABE,Zimbabwe,Zimbabwe,2022/23,ABE_affected_energy_used,No,43.00,0.7167
1445,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_energy_used,Yes,7.00,0.3889
1446,ABE,Zimbabwe,Birchenough,2022/23,ABE_affected_energy_used,No,11.00,0.6111
1447,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_energy_used,Yes,5.00,0.2381
1448,ABE,Zimbabwe,Zaka,2022/23,ABE_affected_energy_used,No,16.00,0.7619
1449,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_energy_used,Yes,5.00,0.2381
1450,ABE,Zimbabwe,Ruware,2022/23,ABE_affected_energy_used,No,16.00,0.7619
1451,ABE,Malawi,Malawi,2022/23,ABE_affected_energy_used,Yes,17.00,0.4250
1452,ABE,Malawi,Malawi,2022/23,ABE_affected_energy_used,No,23.00,0.5750
1453,ABE,Malawi,Chikwawa,2022/23,ABE_affected_energy_used,Yes,7.00,0.3333
1454,ABE,Malawi,Chikwawa,2022/23,ABE_affected_energy_used,No,14.00,0.6667
1455,ABE,Malawi,Katowo,2022/23,ABE_affected_energy_used,Yes,10.00,0.5263
1456,ABE,Malawi,Katowo,2022/23,ABE_affected_energy_used,No,9.00,0.4737
1457,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Batteries,3.00,0.1579
1458,ABE,Zimbabwe,Zimbabwe,2022/23,energy_increased_spending_on,Candles,0.00,0.0000
